7.687886487109941991e-02,3.929145131534387270e-01
9.808752998452402450e-02,3.394836525144098172e-01
1.604944054114626761e-01,2.633089348241454131e-01
8.496718542594575152e-02,3.488658823535633613e-01
2.828158858971371523e-02,3.676067618982613583e-01
7.435044995964182335e-02,2.321482130487481921e-01
2.948579142911881418e-02,2.719545777685806742e-01
3.731998671597539646e-02,3.275254527144797478e-01
4.403875897824514885e-02,2.237976653693402040e-01
5.625084947530932522e-02,2.182184334279384241e-01
3.670259167083585183e-02,2.580289419022465669e-01
5.009470196690832960e-02,3.584520228683464871e-01
1.384379594134098612e-01,2.570725471364426751e-01
1.453436512150826643e-01,3.149708684579742290e-01
3.189308205181328598e-02,2.898199597670247929e-01
4.518851967894211424e-02,2.410370089170645325e-01
3.627866074518365513e-02,2.454259759643062644e-01
8.964055898530545741e-02,3.105360208337195616e-01
3.894983229652487777e-02,3.818672787446359407e-01
1.021185984993814855e-01,2.961739957876974305e-01
9.128295647879253183e-02,3.499684450186546503e-01
1.472152747506069725e-01,3.397303954691105465e-01
1.076814024119104041e-01,3.459631289453365399e-01
1.126990251219935346e-01,3.566446438276383302e-01
1.129725972428343439e-01,2.676646270220458534e-01
9.190167690131678668e-02,3.958773170534097829e-01
1.518324632246618733e-01,2.890429145032062941e-01
8.018391643591338269e-02,2.829828382589124058e-01
3.096761378849712670e-02,3.424426080725289090e-01
5.171777830340339166e-02,3.112529175300459139e-01
1.113437308163836570e-01,2.537887756468441003e-01
5.147400684729853959e-02,2.788098879290932808e-01
1.229576966901478330e-01,2.655105010323520198e-01
1.580332179804035397e-01,2.464576222720326615e-01
1.529744479676738711e-01,2.894733262718960920e-01
9.256755842328218131e-02,3.336855522773332083e-01
1.219770957397037503e-01,2.352383885385052609e-01
2.513549731213701038e-02,2.554725946369479361e-01
3.349256587574941935e-02,3.814330825767213717e-01
1.053715051031875183e-01,3.880118670127633562e-01
1.413519936230835383e-01,2.135061473582688385e-01
1.548423453752393320e-01,2.443435603799543887e-01
4.655451467385750275e-02,2.341789613228704714e-01
5.896658828250454093e-02,3.033730962587141700e-01
1.178825496661773942e-01,2.705296377859757184e-01
1.237997085159942279e-01,3.476939303785764324e-01
1.084516259016445605e-01,2.522218849284368902e-01
1.483747948289752538e-01,3.564675437909642364e-01
1.225648811252304515e-01,2.288740926090526706e-01
1.572064577503966831e-01,2.727033809175165580e-01
3.253787755044236507e-02,3.817531887717759420e-01
5.119443696211559841e-02,3.822883236802563367e-01
1.161684274076616452e-01,3.440890185854852956e-01
1.164480322448242511e-01,2.910740938285564794e-01
1.509433868241302767e-01,3.265149953862012122e-01
1.197042122763592731e-01,2.472622634755907434e-01
9.670575908931930420e-02,2.540131667425461481e-01
1.158673537215271776e-01,2.607269678466069829e-01
5.763118733457553433e-02,3.859347224441282420e-01
1.505194164970146964e-01,3.213114826853502581e-01
3.377004558265188361e-02,3.324535688134211409e-01
1.432624737682979543e-01,2.450277937837451736e-01
3.585259682725320390e-02,3.455817072315980343e-01
