0.0,0.0,0.0
-0.403415382,-0.278575897,0.0
-0.426053196,-0.266908318,0.0
-0.449846625,-0.25784117,0.0
-0.474628568,-0.252019823,0.0
-0.5,-0.192306429,-0.13834466
-0.5,-0.175524279,-0.157510325
-0.5,-0.157510698,-0.175523937
-0.5,-0.138345003,-0.192306146
-0.5,-0.247979954,-0.0253726318
-0.5,-0.242158189,-0.0501555167
0.0,0.0,0.0
-0.5,-0.22142224,-0.0965878963
-0.5,-0.207695782,-0.118044868
-0.5,-0.25,0.0
-0.5,-0.247979954,0.0253726318
-0.5,-0.242158189,0.0501555167
-0.5,-0.233090445,0.0739495009
-0.5,-0.22142224,0.0965878963
-0.5,-0.207695782,0.118044868
-0.5,-0.192306429,0.13834466
-0.5,-0.175524279,0.157510325
-0.5,-0.157510698,0.175523937
-0.5,-0.138345003,0.192306146
-0.5,-0.118045181,-0.207695574
-0.5,-0.0965883061,-0.221422002
-0.5,-0.0739499405,-0.233090252
-0.5,-0.0501556806,-0.242158145
-0.5,-0.0253724866,-0.247979984
-0.5,-0.118045181,0.207695574
-0.5,-0.0965883061,0.221422002
-0.5,-0.0739499405,0.233090252
-0.5,-0.0501556806,0.242158145
-0.5,-0.0253724866,0.247979984
-0.5,0.0,0.25
-0.474626839,0.0,0.252020121
-0.449843317,0.0,0.257842153
-0.426048636,0.0,0.266910404
-0.403409898,0.0,0.278579056
-0.381952614,0.0,0.292305976
-0.474626839,0.0,-0.252020121
-0.449843317,0.0,-0.257842153
-0.426048636,0.0,-0.266910404
-0.403409898,0.0,-0.278579056
-0.381952614,0.0,-0.292305976
-0.5,0.0,-0.25
-0.5,0.118045181,-0.207695574
-0.5,0.0965883061,-0.221422002
-0.5,0.0739499405,-0.233090252
-0.5,0.0501556806,-0.242158145
-0.5,0.0253724866,-0.247979984
-0.5,0.118045181,0.207695574
-0.5,0.0965883061,0.221422002
-0.5,0.0739499405,0.233090252
-0.5,0.0501556806,0.242158145
-0.5,0.0253724866,0.247979984
-0.5,0.192306429,-0.13834466
-0.5,0.175524279,-0.157510325
-0.5,0.157510698,-0.175523937
-0.5,0.138345003,-0.192306146
-0.5,0.247979954,-0.0253726318
-0.5,0.242158189,-0.0501555167
