4.745136017379770338e-02,2.088050649619894450e-01
1.641454678449756621e-01,2.876404094343109064e-01
1.894531712198696538e-01,2.770630388653639309e-01
1.300476216662974083e-01,2.983668765293280845e-01
4.184924610469965833e-02,3.800992628584386468e-01
2.764268373977729620e-02,3.780975608815198563e-01
6.303466884101394108e-02,3.492152838743272092e-01
1.502961527420407506e-01,3.157701482232284640e-01
1.917077830649908388e-01,2.024733642653182286e-01
6.776910932517037078e-02,3.570804213313332753e-01
9.874152813048941990e-02,3.567029915462377465e-01
1.072255012387465234e-01,3.694682554079961045e-01
4.426596493417959965e-02,2.716884266331368036e-01
1.309431215302825358e-01,3.174094190731354126e-01
1.032468023018691672e-01,3.037485644891722014e-01
1.743934788160526883e-01,2.229694676736419523e-01
9.663006333109530610e-02,3.752034424051927664e-01
1.648169775638580747e-01,2.932629403087417819e-01
1.781505666268391463e-01,3.985959540353755659e-01
3.840490783186811113e-02,2.625310270246372091e-01
4.350685218316393404e-02,3.793989453101252463e-01
1.476810104110240773e-01,2.821798861914973644e-01
1.587260855626144995e-01,2.076894246492490548e-01
1.576938704195566532e-01,3.820959439172482708e-01
1.733916194269999045e-01,2.314475268073468983e-01
6.374421529402174436e-02,2.494944323982052903e-01
1.148490131315603735e-01,3.225997557704374796e-01
1.060548566059211772e-01,3.747038343259928572e-01
4.268846923476776745e-02,2.889899527790102951e-01
9.253760942654834509e-02,2.640110562356234869e-01
1.374960438709126598e-01,2.292055866204177061e-01
1.442207051703511544e-01,3.220151980524718072e-01
4.374316471564177605e-02,2.912704073077451161e-01
1.238353052558848200e-01,3.242882155362279417e-01
8.740422439912418073e-02,3.823263800908211496e-01
1.471197352365623823e-01,2.991845630050157245e-01
5.195570380169334951e-02,2.408478731117763838e-01
1.327812254701184191e-01,2.333050898594809242e-01
5.329313186197157104e-02,3.995507134059455567e-01
6.911760408820086243e-02,3.448630236061571708e-01
1.432156278631239454e-01,2.351263083034235701e-01
9.934530189090712282e-02,2.977904807760857198e-01
1.580461848285143744e-01,3.366350153135706513e-01
3.979923423696229978e-02,2.486961486441772451e-01
7.392700356151649110e-02,2.043513155178246776e-01
1.812582228655771899e-01,3.682563940003629743e-01
6.288399391873149280e-02,3.519185911632998209e-01
7.256295173182353286e-02,3.035530336495145809e-01
1.054555859359257719e-01,2.426885484683233840e-01
1.119321198883722335e-01,2.265437361145813122e-01
1.375895207482418781e-01,3.749944603208629768e-01
5.970173239618999789e-02,3.249343814174899814e-01
1.196532490769546542e-01,2.231650563180127000e-01
1.250754696451544523e-01,3.807732549370432817e-01
1.307945983240506316e-01,3.736756814954417805e-01
1.113670733833898030e-01,2.297345364980093174e-01
1.370964345043567401e-01,2.123261453911663432e-01
1.520168074087160648e-01,2.506404541097579930e-01
1.285510770775569744e-01,2.836024886840318726e-01
1.245428268558307627e-01,2.565589555029880175e-01
5.470782449221676252e-02,3.408934062051827141e-01
3.690893334175061880e-02,3.346416914425091038e-01
1.902980173381587647e-01,2.330573015201938825e-01
1.249938040084842550e-01,3.533782503390069385e-01
