1.860641440381165246e-01,3.818644989726988070e-01
2.027922714488522293e-01,2.289288910474286676e-01
2.188999767492245258e-02,2.360796138349475770e-01
9.752554521642195495e-02,3.142613971383780846e-01
1.179318214560869521e-01,3.677030512917826566e-01
1.955060116884067001e-01,2.016999155471553284e-01
3.001320311658083051e-02,2.927697730377039620e-01
4.176810345843778860e-02,3.800813156541615889e-01
1.144537237778786437e-01,3.811806576128189961e-01
1.466494714352791495e-01,3.461183008686780083e-01
4.422720172519184478e-02,2.813561979152570669e-01
1.244356645996491095e-01,3.703750479459784195e-01
1.478005069191851151e-01,3.239697039780742860e-01
1.538998093435785530e-01,2.773360438570488529e-01
8.493339630151484909e-02,3.779932260666253874e-01
6.614104312945319475e-02,2.102138261310253220e-01
1.957925018305331222e-01,2.855521174127975681e-01
5.831168090659938352e-02,3.850451827959160411e-01
8.737975916537685239e-02,2.271438755477443450e-01
1.380494920506645518e-01,2.573340539280506434e-01
2.068897012692670900e-01,3.451853832556998070e-01
1.757671601327748523e-01,3.564417652014809090e-01
1.344619520993641237e-01,2.468670355596464527e-01
9.339800259645018865e-02,3.680993950522182812e-01
7.484053855701436331e-02,2.080796760739899443e-01
1.249222736367583408e-01,3.659540064298238415e-01
3.930555689465228819e-02,3.672459070658412594e-01
2.119831084856624998e-02,2.865661237574023690e-01
1.005830299565017433e-01,3.847541325231556009e-01
3.800823692228405548e-02,2.598588181327500801e-01
1.400516103242496480e-01,2.220107627422099883e-01
1.664218391260864072e-01,2.538678879685530299e-01
8.094811548625448216e-02,3.736923543800667047e-01
1.250840327186274747e-01,2.556182705093859031e-01
1.833354315580351945e-01,3.390145344049770859e-01
7.382132697963103563e-02,2.159338046741239858e-01
7.738576953656543800e-02,2.989911111283573564e-01
1.246556521999127171e-01,2.251227203629966034e-01
8.435113984983082236e-02,2.762322732840544748e-01
1.948045892807555857e-01,3.001418221450448676e-01
1.304091099203736892e-01,2.686382100218520641e-01
7.542967606037268014e-02,2.301349834682206441e-01
3.352240765298162423e-02,3.332150129297175578e-01
5.050298377748834583e-02,3.315762663350815265e-01
1.010435333003445457e-01,2.345284388206327897e-01
1.086475447009912360e-01,2.438628106674421703e-01
2.813606707766905940e-02,2.233804091623573795e-01
2.856693595186213241e-02,3.563763655652858464e-01
4.266989639149765257e-02,2.717218591409222839e-01
4.972837972045718313e-02,3.144757975466102029e-01
